Commanded Current, Current, Commanded Velocity, Velocity, Electrical Angle, Position Error, 
293, 267, 33474, 33560, 138, 140, 
298, 293, 33506, 33560, 282, 143, 
290, 403, 33378, 33553, 425, -495, 
338, 345, 33218, 33574, 568, -1859, 
387, 355, 33698, 33540, 712, -256, 
391, 319, 33634, 33580, 855, -260, 
461, 316, 33778, 33560, 999, -498, 
382, 326, 33378, 33546, 118, -237, 
333, 324, 33474, 33546, 261, -516, 
282, 337, 33474, 33560, 405, -129, 
369, 380, 33810, 33567, 548, 72, 
241, 331, 33234, 33540, 692, -246, 
264, 236, 33282, 33580, 835, -991, 
349, 368, 33906, 33532, 978, 1101, 
273, 248, 33170, 33574, 97, -1208, 
367, 314, 33874, 33560, 241, 824, 
326, 317, 33538, 33601, 384, 916, 
426, 383, 33826, 33553, 527, -371, 
320, 379, 33458, 33546, 671, 916, 
293, 385, 33330, 33546, 814, 308, 
373, 351, 33506, 33553, 958, -188, 
352, 373, 33170, 33553, 77, -1781, 
356, 333, 33666, 33553, 220, 271, 
273, 266, 33394, 33574, 364, 27, 
270, 333, 33442, 33526, 507, -545, 
222, 280, 33106, 33580, 651, 286, 
272, 255, 33394, 33560, 794, -289, 
316, 300, 33650, 33512, 937, -535, 
289, 352, 33426, 33580, 56, -531, 
355, 358, 33986, 33526, 200, 1216, 
354, 379, 33906, 33519, 343, 1050, 
373, 383, 33778, 33560, 486, 787, 
347, 308, 33346, 33546, 630, -157, 
335, 361, 33426, 33532, 773, -336, 
421, 447, 34018, 33546, 916, 1301, 
480, 426, 33922, 33574, 36, 124, 
330, 304, 33362, 33512, 179, -193, 
397, 247, 33842, 33540, 323, -209, 
328, 289, 33666, 33574, 466, 275, 
279, 344, 33314, 33526, 610, -63, 
281, 310, 33426, 33574, 753, -53, 
359, 311, 33922, 33532, 896, 306, 
372, 293, 33778, 33560, 15, 436, 
244, 297, 33298, 33567, 159, 50, 
272, 255, 33346, 33580, 302, -499, 
392, 365, 33874, 33532, 445, 17, 
317, 366, 33186, 33560, 589, -1140, 
345, 393, 33650, 33574, 732, 743, 
382, 423, 33794, 33512, 875, 554, 
390, 436, 33618, 33532, 1019, 492, 
354, 279, 33330, 33601, 138, 700, 
337, 250, 33442, 33560, 282, -353, 
342, 302, 33698, 33532, 425, 74, 
344, 323, 33442, 33594, 569, -1045, 
288, 312, 33410, 33567, 712, -351, 
319, 256, 33570, 33532, 855, -684, 
309, 314, 33586, 33580, 998, 580, 
326, 245, 33490, 33498, 118, -793, 
275, 302, 33378, 33546, 261, -474, 
332, 334, 33538, 33601, 404, -194, 
400, 416, 33730, 33546, 548, -198, 
350, 411, 33618, 33540, 691, 850, 
344, 338, 33474, 33560, 834, 121, 
394, 420, 33682, 33567, 978, 959, 
307, 354, 32946, 33560, 97, -935, 
313, 292, 33378, 33567, 241, 278, 
331, 351, 33762, 33546, 384, 1359, 
397, 366, 33922, 33526, 528, 67, 
291, 268, 33298, 33574, 671, -116, 
275, 242, 33298, 33580, 814, -572, 
362, 348, 33890, 33540, 957, 463, 
385, 284, 33698, 33560, 77, -1438, 
264, 290, 33298, 33567, 220, -1440, 
363, 336, 33762, 33540, 363, -472, 
396, 423, 33826, 33553, 507, 667, 
345, 335, 33410, 33560, 650, -214, 
390, 309, 33650, 33546, 793, -187, 
456, 380, 33890, 33553, 937, 84, 
397, 461, 33474, 33574, 56, -644, 
283, 300, 33122, 33580, 200, -128, 
365, 321, 33810, 33526, 343, 739, 
370, 352, 33938, 33553, 487, 1110, 
314, 307, 33458, 33546, 630, 415, 
229, 264, 33026, 33553, 773, -1651, 
287, 316, 33490, 33546, 917, -223, 
418, 317, 33938, 33560, 36, 218, 
229, 278, 33106, 33560, 179, -435, 
333, 313, 33682, 33553, 322, -136, 
291, 306, 33170, 33574, 466, -1163, 
351, 306, 33218, 33553, 609, -1610, 
354, 280, 33426, 33574, 752, -877, 
409, 372, 33794, 33540, 896, -840, 
446, 435, 33810, 33519, 15, -172, 
330, 306, 33378, 33587, 159, 795, 
331, 316, 33666, 33540, 302, 581, 
241, 290, 33266, 33560, 446, -279, 
230, 283, 32914, 33567, 589, -2567, 
291, 385, 33650, 33546, 732, 1020, 
395, 320, 34162, 33526, 876, 2246, 
416, 320, 34130, 33540, 1019, 1446, 
286, 250, 33474, 33567, 138, 440, 
276, 240, 33282, 33587, 281, -927, 
454, 387, 34194, 33540, 425, 861, 
371, 351, 33362, 33567, 568, -1626, 
384, 328, 33618, 33546, 711, -552, 
454, 388, 34066, 33540, 855, 686, 
456, 388, 33874, 33540, 998, -11, 
307, 329, 33058, 33567, 118, -207, 
259, 344, 33154, 33553, 261, -906, 
390, 303, 33986, 33546, 405, 286, 
367, 363, 33762, 33560, 548, 183, 
349, 345, 33762, 33526, 691, 937, 
277, 321, 33538, 33567, 835, 1399, 
287, 307, 33442, 33553, 978, -502, 
280, 250, 33186, 33540, 97, -1041, 
316, 311, 33602, 33574, 240, 496, 
360, 352, 33730, 33526, 384, -154, 
393, 431, 33682, 33526, 527, -871, 
351, 385, 33570, 33546, 670, 308, 
358, 314, 33522, 33560, 814, -303, 
396, 357, 33618, 33532, 957, -670, 
388, 346, 33282, 33546, 77, -2173, 
323, 311, 33474, 33567, 220, -15, 
384, 305, 33986, 33540, 364, 1097, 
309, 319, 33506, 33560, 507, 38, 
282, 294, 33394, 33553, 650, -208, 
324, 328, 33730, 33532, 794, 977, 
339, 365, 33810, 33512, 937, 622, 
390, 366, 33906, 33546, 56, 195, 
286, 300, 33522, 33594, 199, 283, 
286, 321, 33442, 33567, 343, -251, 
422, 355, 33970, 33560, 486, 1118, 
355, 357, 33474, 33512, 629, -59, 
266, 347, 33058, 33560, 773, -1743, 
436, 337, 33842, 33587, 916, -105, 
369, 484, 33506, 33580, 36, 268, 
300, 321, 33266, 33560, 179, -703, 
303, 268, 33442, 33580, 323, -133, 
344, 313, 33794, 33567, 466, 483, 
185, 256, 32658, 33546, 609, -2470, 
347, 261, 33714, 33574, 753, -1000, 
277, 270, 33442, 33567, 896, -1272, 
351, 346, 33746, 33540, 15, -21, 
245, 272, 33314, 33587, 158, 1263, 
361, 336, 33858, 33553, 302, 1831, 
241, 349, 32994, 33574, 445, -1002, 
309, 401, 33122, 33574, 588, -763, 
342, 365, 33506, 33567, 732, 613, 
346, 335, 33410, 33560, 875, -213, 
436, 448, 33890, 33540, 1019, 674, 
384, 345, 33570, 33546, 138, 777, 
297, 336, 33394, 33553, 282, 380, 
227, 293, 33138, 33587, 425, -720, 
298, 406, 33426, 33560, 568, -1112, 
298, 298, 33490, 33532, 712, -941, 
276, 274, 33490, 33574, 855, 5, 
335, 324, 33794, 33540, 998, 303, 
251, 200, 33106, 33553, 118, -1025, 
324, 313, 33698, 33532, 261, -425, 
321, 352, 33602, 33560, 404, -1038, 
318, 378, 33298, 33574, 547, -1162, 
434, 291, 33954, 33553, 691, 612, 
278, 377, 33298, 33587, 834, 969, 
372, 379, 33570, 33560, 978, 650, 
331, 377, 33154, 33546, 97, -957, 
304, 302, 33410, 33580, 241, 442, 
284, 269, 33426, 33567, 384, -555, 
310, 295, 33458, 33553, 527, -936, 
291, 336, 33490, 33567, 671, 1952, 
301, 290, 33554, 33553, 814, 199, 
302, 307, 33554, 33526, 957, -1071, 
227, 294, 32930, 33587, 77, -1993, 
312, 310, 33634, 33567, 220, -201, 
321, 297, 33522, 33546, 363, -24, 
400, 335, 33778, 33560, 506, 216, 
339, 340, 33458, 33553, 650, 288, 
413, 321, 33810, 33540, 793, -126, 
294, 402, 33170, 33553, 937, -1218, 
420, 431, 33570, 33553, 56, -1164, 
315, 337, 33426, 33574, 200, 588, 
332, 283, 33618, 33526, 343, 285, 
369, 352, 33954, 33546, 486, 1021, 
271, 297, 33266, 33567, 630, 596, 
271, 266, 33298, 33540, 773, -1183, 
366, 304, 33890, 33526, 916, 209, 
325, 285, 33458, 33560, 36, -1258, 
284, 322, 33554, 33560, 179, 1231, 
358, 331, 33906, 33553, 322, 1293, 
357, 368, 33714, 33567, 465, 674, 
300, 378, 33122, 33540, 609, -310, 
358, 364, 33602, 33567, 752, 463, 
446, 352, 33986, 33540, 896, 431, 
411, 379, 33586, 33532, 15, -1210, 
295, 353, 33298, 33580, 159, 896, 
354, 305, 33762, 33540, 302, 495, 
255, 273, 33362, 33560, 445, -392, 
329, 353, 33634, 33532, 589, -663, 
313, 320, 33730, 33540, 732, 537, 
357, 361, 34114, 33519, 875, 1987, 
305, 359, 33682, 33553, 1019, 921, 
291, 285, 33618, 33560, 138, 1987, 
289, 279, 33410, 33567, 281, -676, 
436, 358, 34066, 33519, 424, 477, 
358, 328, 33250, 33560, 568, -2185, 
328, 313, 33282, 33546, 711, -1078, 
444, 328, 33938, 33553, 855, 446, 
450, 377, 33922, 33546, 998, 251, 
317, 387, 33154, 33546, 118, 270, 
290, 279, 33122, 33580, 261, -1846, 
353, 277, 33666, 33567, 404, -250, 
328, 357, 33506, 33608, 548, 345, 
288, 360, 33474, 33532, 691, 343, 
294, 328, 33570, 33553, 834, 1289, 
308, 305, 33506, 33553, 978, 122, 
266, 300, 33186, 33546, 97, -1118, 
305, 314, 33538, 33587, 240, 25, 
363, 369, 33746, 33553, 383, 523, 
484, 433, 34210, 33526, 527, 565, 
367, 347, 33602, 33532, 670, -13, 
354, 354, 33570, 33540, 814, 40, 
411, 356, 33650, 33532, 957, -1019, 
330, 376, 33074, 33580, 77, -1874, 
303, 346, 33410, 33567, 220, 633, 
292, 328, 33570, 33540, 363, 596, 
349, 429, 34002, 33519, 507, 1941, 
323, 328, 33666, 33526, 650, 772, 
318, 287, 33602, 33553, 793, -158, 
325, 336, 33730, 33519, 937, 303, 
348, 348, 33586, 33546, 56, -66, 
278, 296, 33442, 33587, 199, -355, 
304, 319, 33490, 33580, 343, -58, 
343, 335, 33442, 33546, 486, -446, 
372, 388, 33522, 33505, 629, 133, 
396, 364, 33682, 33519, 773, -432, 
451, 411, 34002, 33540, 916, 543, 
387, 446, 33442, 33560, 36, -289, 
263, 310, 32994, 33567, 179, -764, 
293, 305, 33362, 33567, 322, 73, 
327, 310, 33602, 33574, 466, 322, 
279, 307, 33138, 33512, 609, -1696, 
317, 290, 33538, 33594, 753, 311, 
261, 303, 33410, 33580, 896, 325, 
374, 344, 33778, 33560, 15, 60, 
309, 277, 33554, 33574, 158, 953, 
328, 335, 33570, 33540, 302, -95, 
265, 380, 33138, 33574, 445, -965, 
332, 363, 33154, 33567, 588, -1508, 
395, 413, 33842, 33553, 732, 1770, 
392, 395, 33714, 33532, 875, 962, 
316, 410, 33186, 33601, 1019, 607, 
299, 340, 33154, 33574, 138, 568, 
342, 313, 33586, 33498, 281, -319, 
259, 290, 33314, 33567, 425, -772, 
311, 333, 33474, 33608, 568, -537, 
309, 337, 33666, 33546, 712, 1340, 
247, 288, 33314, 33526, 855, -387, 
316, 326, 33682, 33546, 998, 38, 
287, 267, 33378, 33526, 117, 109, 
327, 288, 33650, 33553, 261, -504, 
310, 332, 33506, 33594, 404, -598, 
408, 396, 33762, 33553, 547, -794, 
302, 347, 33378, 33594, 691, 618, 
349, 365, 33602, 33553, 834, 129, 
429, 361, 33778, 33532, 978, 287, 
354, 346, 33122, 33540, 97, -1182, 
355, 345, 33586, 33553, 240, 231, 
340, 321, 33698, 33574, 384, 706, 
316, 340, 33490, 33560, 527, -631, 
332, 332, 33618, 33567, 671, 1132, 
257, 213, 33154, 33580, 814, -1092, 
333, 306, 33602, 33491, 957, -1250, 
273, 360, 33250, 33580, 76, -669, 
371, 321, 33906, 33526, 220, 428, 
402, 344, 33970, 33553, 363, 360, 
387, 376, 33714, 33567, 506, -227, 
326, 337, 33314, 33546, 650, 379, 
396, 312, 33650, 33574, 793, -415, 
408, 389, 33682, 33553, 937, -828, 
417, 401, 33442, 33553, 56, -966, 
261, 373, 33138, 33574, 199, 524, 
310, 341, 33554, 33540, 343, 1121, 
406, 375, 34098, 33519, 486, 1545, 
350, 306, 33634, 33553, 630, 1215, 
263, 302, 33234, 33532, 773, -963, 
362, 320, 33890, 33532, 916, 273, 
380, 287, 33730, 33560, 35, -1272, 
352, 294, 33842, 33540, 179, 802, 
357, 339, 33890, 33574, 322, 656, 
365, 321, 33586, 33553, 465, -987, 
276, 375, 33026, 33574, 609, -757, 
372, 363, 33634, 33560, 752, -521, 
468, 367, 34066, 33526, 896, 234, 
442, 395, 33778, 33560, 15, -397, 
327, 298, 33346, 33594, 158, 149, 
258, 250, 33058, 33587, 302, -1319, 
269, 238, 33202, 33553, 445, -1397, 
306, 364, 33442, 33553, 589, -830, 
259, 249, 33202, 33587, 732, -1288, 
273, 280, 33410, 33574, 875, -125, 
379, 326, 33906, 33560, 1018, 1032, 
254, 337, 33410, 33546, 138, 2230, 
334, 306, 33714, 33574, 281, -46, 
391, 407, 34002, 33560, 424, 1037, 
417, 367, 33666, 33532, 568, -1061, 
300, 338, 33250, 33560, 711, -853, 
441, 348, 33938, 33526, 854, 133, 
390, 377, 33586, 33560, 998, -440, 
391, 247, 33346, 33519, 117, -1421, 
321, 313, 33426, 33580, 261, -431, 
347, 304, 33762, 33553, 404, 234, 
418, 392, 34066, 33540, 548, 921, 
371, 310, 33794, 33540, 691, 49, 
259, 262, 33266, 33587, 834, -151, 
309, 391, 33714, 33553, 978, 1949, 
265, 308, 33186, 33532, 97, -450, 
337, 272, 33682, 33567, 240, -12, 
334, 337, 33634, 33532, 383, -180, 
415, 423, 33922, 33567, 527, 828, 
326, 330, 33442, 33574, 670, 463, 
328, 348, 33506, 33574, 813, -147, 
373, 355, 33506, 33532, 957, -688, 
454, 415, 33762, 33540, 76, -725, 
343, 357, 33666, 33560, 220, 875, 
304, 197, 33362, 33560, 363, -874, 
274, 331, 33490, 33580, 507, 671, 
278, 290, 33394, 33553, 650, -421, 
340, 264, 33730, 33532, 793, -857, 
340, 301, 33810, 33567, 937, 394, 
300, 308, 33330, 33580, 56, -1723, 
277, 322, 33490, 33526, 199, -93, 
364, 383, 33954, 33505, 342, 746, 
455, 387, 34194, 33532, 486, 1335, 
286, 362, 33170, 33526, 629, 17, 
347, 317, 33458, 33553, 772, -662, 
370, 331, 33410, 33560, 916, -940, 
412, 485, 33714, 33519, 35, 294, 
284, 397, 33314, 33540, 179, 787, 
309, 340, 33586, 33526, 322, 758, 
269, 290, 33426, 33587, 466, 169, 
261, 323, 33186, 33560, 609, -961, 
313, 317, 33682, 33567, 752, 296, 
277, 261, 33442, 33553, 896, -332, 
378, 344, 33874, 33560, 15, 237, 
253, 292, 33362, 33560, 158, 377, 
296, 337, 33538, 33546, 301, 396, 
317, 411, 33522, 33540, 445, -95, 
344, 373, 33314, 33560, 588, -950, 
352, 313, 33442, 33560, 731, -557, 
350, 367, 33490, 33546, 875, -253, 
424, 457, 33890, 33546, 1018, 1548, 
247, 356, 32946, 33587, 138, 1567, 
265, 297, 33218, 33553, 281, -358, 
283, 278, 33426, 33553, 425, -1001, 
376, 306, 33730, 33574, 568, -803, 
246, 338, 33330, 33505, 711, -672, 
232, 288, 33314, 33540, 855, -565, 
291, 270, 33474, 33574, 998, -470, 
276, 218, 33218, 33526, 117, -1758, 
